"","name_stocks","f1","precision","recall"
"1","",0,0,0
"2","CSI 1000",0.206060606060606,0.283333333333333,0.161904761904762
"3","Shangai",0.193939393939394,0.266666666666667,0.152380952380952
"4","SZSE Component",0.209836065573771,0.246153846153846,0.182857142857143
"5","HSCE",0.275706214689266,0.338888888888889,0.232380952380952
"6","A50",0.233333333333333,0.356862745098039,0.173333333333333
