"","name_stocks","f1","precision","recall"
"1","",0,0,0
"2","Ibovespa",0.257875457875458,0.782222222222222,0.154385964912281
"3","Ibrx100",0.259420289855072,0.745833333333333,0.157017543859649
"4","Ibrx50",0.259420289855072,0.745833333333333,0.157017543859649
"5","Ibra",0.278136200716846,0.76078431372549,0.170175438596491
"6","IGC",0.221722846441948,0.758974358974359,0.129824561403509
