"","name_stocks","f1","precision","recall"
"1","",0,0,0
"2","DJI",0.230666666666667,0.524242424242424,0.147863247863248
"3","Nasdaq",0.184615384615385,0.369230769230769,0.123076923076923
"4","SP500",0.194444444444444,0.518518518518519,0.11965811965812
"5","DJ Composite",0.240522875816994,0.511111111111111,0.157264957264957
"6","USSMALLCAP2000",0.177358490566038,0.335714285714286,0.120512820512821
