"","name_stocks","f1","precision","recall"
"1","",0,0,0
"2","USD/BRL",0.312544802867384,0.854901960784314,0.191228070175439
"3","EUR/BRL",0.285925925925926,0.919047619047619,0.169298245614035
"4","CNY/BRL",0.370526315789474,0.926315789473684,0.231578947368421
"5","CLP/BRL",0.326388888888889,0.783333333333333,0.206140350877193
"6","ARS/BRL",0.34421768707483,0.766666666666667,0.221929824561404
