"","name_stocks","f1","precision","recall"
"1","",0,0,0
"2","DJI",0.0899598393574297,0.746666666666667,0.0478632478632479
"3","Nasdaq",0.133333333333333,0.716666666666667,0.0735042735042735
"4","SP500",0.125490196078431,0.761904761904762,0.0683760683760684
"5","DJ Composite",0.15632183908046,0.755555555555556,0.0871794871794872
"6","USSMALLCAP2000",0.0433333333333333,0.866666666666667,0.0222222222222222
