"","name_serie","f1","precision","recall"
"1","",0,0,0
"2","DJI",0.397163120567376,0.444444444444444,0.358974358974359
"3","Nasdaq",0.431264367816092,0.466666666666667,0.400854700854701
"4","SP500",0.37016317016317,0.407179487179487,0.339316239316239
"5","DJ Composite",0.495238095238095,0.559139784946237,0.444444444444444
"6","USSMALLCAP2000",0.404444444444444,0.421296296296296,0.388888888888889
