"","name_stocks","f1","precision","recall"
"1","",0,0,0
"2","USD/BRL",0.327017543859649,0.817543859649123,0.204385964912281
"3","EUR/BRL",0.287943262411347,0.751851851851852,0.178070175438596
"4","CNY/BRL",0.310175438596491,0.775438596491228,0.193859649122807
"5","CLP/BRL",0.251515151515151,0.922222222222222,0.145614035087719
"6","ARS/BRL",0.246594982078853,0.674509803921569,0.150877192982456
