"","name_serie","f1","precision","recall"
"1","",0,0,0
"2","EUR/BRL",0.525333333333333,0.532432432432432,0.518421052631579
"3","CNY/BRL",0.506293706293706,0.540298507462687,0.476315789473684
"4","CLP/BRL",0.444124700239808,0.48994708994709,0.406140350877193
"5","ARS/BRL",0.553771289537713,0.621857923497268,0.499122807017544
