"","name_stocks","f1","precision","recall"
"1","",0,0,0
"2","DJI",0.292783505154639,0.747368421052632,0.182051282051282
"3","Nasdaq",0.269444444444444,0.718518518518519,0.165811965811966
"4","SP500",0.230824372759857,0.715555555555556,0.137606837606838
"5","DJ Composite",0.252631578947368,0.705882352941177,0.153846153846154
"6","USSMALLCAP2000",0.196969696969697,0.866666666666667,0.111111111111111
