"","name_stocks","f1","precision","recall"
"1","",0,0,0
"2","USD/BRL",0.368141592920354,0.562162162162162,0.273684210526316
"3","EUR/BRL",0.330218068535826,0.56989247311828,0.232456140350877
"4","CNY/BRL",0.350877192982456,0.526315789473684,0.263157894736842
"5","CLP/BRL",0.303492063492064,0.549425287356322,0.209649122807018
"6","ARS/BRL",0.248421052631579,0.621052631578947,0.155263157894737
