"","name_stocks_chine","f1","accuracy","precision","recall"
"1","",0,0,0,0
"2","HSCE",0.170961145194274,0.320938023450586,0.663492063492063,0.0981220657276995
"3","Shangai",0.278136200716846,0.325293132328308,0.587878787878788,0.182159624413146
"4","SZSE Component",0.339194139194139,0.395644891122278,0.771666666666667,0.217370892018779
"5","CSI 1000",0.128205128205128,0.316582914572864,0.714285714285714,0.0704225352112676
"6","S&PCITIC300",0.266666666666667,0.366164154103853,0.764444444444444,0.16150234741784
