"";"name_stocks";"f1";"accuracy";"precision";"recall"
"1";"";0;0;0;0
"2";"CSI 1000";0,18974358974359;0,841206030150754;0,925;0,105714285714286
"3";"Shangai";0,329787234042553;0,841708542713568;0,645833333333333;0,221428571428571
"4";"SZSE Component";0,266666666666667;0,845226130653266;0,8;0,16
"5";"A50";0,231111111111111;0,826130653266332;0,52;0,148571428571429
"6";"HSCE";0,244186046511628;0,836683417085427;0,65625;0,15
