"","name_stocks","f1","accuracy","precision","recall"
"1","",0,0,0,0
"2","Dow Jones",0.302824858757062,0.806885758998435,0.308045977011494,0.297777777777778
"3","Nasdaq",0.3875,0.815962441314554,0.364705882352941,0.413333333333333
"4","SP500",0.356284153005465,0.815649452269171,0.350537634408602,0.362222222222222
"5","USSMALLCAP2000",0.32258064516129,0.802816901408451,0.3125,0.333333333333333
"6","NYSE Composite",0.323456790123457,0.828482003129891,0.363888888888889,0.291111111111111
