"";"name_currencies";"f1";"accuracy";"precision";"recall"
"2";"EUR/BRL";0,303401360544218;0,656951423785595;0,743333333333333;0,190598290598291
"3";"CLP/BRL";0,117460317460317;0,627470686767169;0,822222222222222;0,0632478632478632
"4";"USD/BRL";0,201515151515152;0,646901172529313;0,886666666666667;0,113675213675214
"5";"CNY/BRL";0,377104377104377;0,690117252931323;0,888888888888889;0,239316239316239
"6";"ARS/BRL";0,144186046511628;0,630150753768844;0,775;0,0794871794871795
