"","name_currencies","f1","accuracy","precision","recall"
"1","",0,0,0,0
"2","EUR/BRL",0.206349206349206,0.49748743718593,0.928571428571429,0.116071428571429
"3","CLP/BRL",0.0176991150442478,0.442211055276382,1,0.00892857142857143
"4","USD/BRL",0.16260162601626,0.482412060301508,0.909090909090909,0.0892857142857143
"5","CNY/BRL",0.259541984732824,0.512562814070352,0.894736842105263,0.151785714285714
