"";"name_stocks";"f1";"accuracy";"precision";"recall"
"3";"DJI";0,394871794871795;0,889201877934272;0,855555555555556;0,256666666666667
"4";"Nasdaq";0,294871794871795;0,870892018779343;0,638888888888889;0,191666666666667
"5";"SP500";0,356410256410256;0,882159624413145;0,772222222222222;0,231666666666667
"6";"USSMALLCAP2000";0,225714285714286;0,872769953051643;0,79;0,131666666666667
"7";"DJ Composite";0,442857142857143;0,890140845070423;0,775;0,31
