"";"name_stocks";"f1";"accuracy";"precision";"recall"
"1";"";0;0;0;0
"2";"Ibovespa";0,0759493670886076;0,613756613756614;1;0,0394736842105263
"3";"Ibrx100";0,116049382716049;0,621164021164021;0,94;0,0618421052631579
"4";"Ibrx50";0,116049382716049;0,621164021164021;0,94;0,0618421052631579
"5";"Ibra";0,0512820512820513;0,608465608465608;1;0,0263157894736842
"6";"IGC";0,0875;0,613756613756614;0,875;0,0460526315789474
