"","name_stocks","f1","accuracy","precision","recall"
"1","",0,0,0,0
"2","Ibrx100",0.019047619047619,0.455026455026455,1,0.00961538461538462
"3","Ibrx50",0.0377358490566038,0.46031746031746,1,0.0192307692307692
"4","Ibra",0.019047619047619,0.455026455026455,1,0.00961538461538462
"5","IGC",0.142857142857143,0.492063492063492,1,0.0769230769230769
