"","name_stocks","f1","accuracy","precision","recall"
"1","",0,0,0,0
"2","Dow Jones",0.277083333333333,0.782785602503912,0.26078431372549,0.295555555555556
"3","Nasdaq",0.289855072463768,0.769953051643192,0.256410256410256,0.333333333333333
"4","SP500",0.323529411764706,0.784037558685446,0.289473684210526,0.366666666666667
"5","USSMALLCAP2000",0.385185185185185,0.792175273865415,0.33015873015873,0.462222222222222
"6","NYSE Composite",0.328735632183908,0.817214397496088,0.34047619047619,0.317777777777778
