"","name_stocks","f1","accuracy","precision","recall"
"1","",0,0,0,0
"2","Dow Jones",0.391608391608392,0.591549295774648,0.96551724137931,0.245614035087719
"3","Nasdaq",0.455855855855856,0.621909233176839,0.992156862745098,0.295906432748538
"4","SP500",0.413793103448276,0.60093896713615,0.967741935483871,0.263157894736842
"5","USSMALLCAP2000",0.424657534246575,0.605633802816901,0.96875,0.271929824561404
"6","NYSE Composite",0.347826086956522,0.577464788732394,1,0.210526315789474
