"";"name_currencies";"f1";"accuracy";"precision";"recall"
"2";"EUR/BRL";0,159036144578313;0,649246231155779;0,942857142857143;0,0868421052631579
"3";"CLP/BRL";0,112345679012346;0,638693467336683;0,91;0,0598684210526316
"4";"USD/BRL";0,119753086419753;0,641708542713568;0,97;0,0638157894736842
"5";"CNY/BRL";0,2;0,658291457286432;0,944444444444444;0,111842105263158
"6";"ARS/BRL";0,178823529411765;0,649246231155779;0,844444444444444;0,1
