"","name_stocks","f1","accuracy","precision","recall"
"1","",0,0,0,0
"2","Ibovespa",0.251851851851852,0.501234567901235,0.721212121212121,0.152564102564103
"3","Ibrx100",0.23030303030303,0.507231040564374,0.819607843137255,0.133974358974359
"4","Ibrx50",0.215555555555556,0.501940035273369,0.808333333333333,0.124358974358974
"5","Ibra",0.258064516129032,0.513227513227513,0.8,0.153846153846154
"6","IGC",0.24390243902439,0.507936507936508,0.789473684210526,0.144230769230769
