"";"name_stocks";"accuracy";"sensitivity";"specificity";"precision";"recall";"f1"
"2";"CNY/DOL";0,460093896713615;0,117647058823529;0,893617021276596;0,583333333333333;0,117647058823529;0,195804195804196
"3";"CPI_BY_MONTHY";0,524882629107981;0,230252100840336;0,897872340425532;0,740540540540541;0,230252100840336;0,351282051282051
"4";"HSCE";0,461658841940532;0,215686274509804;0,773049645390071;0,546099290780142;0,215686274509804;0,309236947791165
